"Masseinheit";"Leistung";"Geschlecht";"Altersklasse";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020"
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"61-65 Jahre";261.34;284.27;293.83;319.69;341.32;358.89;390.22;423.14;430.66;467.21;479.90
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"66-70 Jahre";239.49;270.82;293.00;327.99;355.09;370.24;398.13;418.28;414.18;435.06;434.04
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"71-75 Jahre";200.66;220.38;234.63;272.04;304.42;332.53;369.23;404.66;411.40;437.60;434.99
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"76-80 Jahre";169.40;189.36;200.42;224.46;244.30;259.76;281.38;307.43;318.82;352.63;363.92
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"81-85 Jahre";119.56;136.16;145.46;165.54;182.83;196.12;212.93;229.94;233.67;251.56;250.80
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"86-90 Jahre";63.82;74.95;79.32;92.32;101.88;110.26;121.49;133.54;137.81;150.59;150.57
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"91-95 Jahre";18.27;23.21;26.45;33.03;37.37;41.28;45.26;49.61;51.87;57.76;57.72
"Absolutwert";"Unterstützende Dienstleistungen";"Geschlecht - Total";"96 und mehr Jahre";4.21;5.17;5.25;6.27;7.01;7.54;8.77;10.33;11.22;12.96;13.27
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"Altersklasse - Total";1382.16;1561.23;1678.22;1851.86;2003.45;2127.85;2353.84;2566.56;2650.37;2882.47;2979.44
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"0-5 Jahre";55.39;64.13;69.74;75.64;80.10;83.65;94.32;104.93;111.87;123.94;129.74
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"6-10 Jahre";42.14;48.83;52.64;57.53;61.67;64.96;74.03;82.45;89.46;99.55;106.22
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"11-15 Jahre";48.24;55.37;58.66;62.96;66.04;68.93;76.33;85.17;90.94;101.35;108.32
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"16-20 Jahre";59.39;67.15;71.39;76.97;81.53;86.11;96.90;104.85;107.91;116.87;120.42
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"21-25 Jahre";59.61;70.14;77.14;84.45;90.21;94.39;104.57;113.52;117.95;128.94;134.24
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"26-30 Jahre";66.11;76.31;83.95;91.32;99.53;105.64;119.60;132.46;140.08;153.06;159.63
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"31-35 Jahre";72.18;84.14;92.45;101.81;110.47;117.60;131.36;144.47;150.75;167.25;176.98
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"36-40 Jahre";84.55;93.66;99.74;107.93;115.71;122.09;137.35;151.32;158.83;175.57;184.56
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"41-45 Jahre";101.40;112.32;118.99;127.47;133.51;136.96;148.66;158.83;162.72;176.83;184.16
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"46-50 Jahre";110.25;126.32;137.17;149.63;158.61;163.80;177.10;188.38;188.89;200.27;203.01
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"51-55 Jahre";108.22;122.92;133.94;149.98;165.77;178.68;199.38;218.13;221.97;237.22;240.10
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"56-60 Jahre";108.18;120.06;129.03;144.65;159.08;171.67;191.62;209.46;217.68;239.81;250.25
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"61-65 Jahre";119.28;129.06;133.81;144.47;154.87;164.00;178.63;194.79;199.92;218.05;226.50
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"66-70 Jahre";109.14;123.22;133.85;148.52;160.67;169.11;182.65;191.89;191.31;200.03;201.25
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"71-75 Jahre";89.78;98.48;104.74;121.51;136.71;151.19;168.58;185.68;189.62;200.96;201.53
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"76-80 Jahre";72.38;81.27;86.21;96.30;105.61;113.63;123.57;135.89;141.43;157.30;165.49
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"81-85 Jahre";47.05;53.56;57.57;66.24;73.49;80.35;87.99;96.11;98.12;106.59;106.89
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"86-90 Jahre";22.41;26.02;27.89;32.88;36.59;40.22;44.76;49.87;51.78;57.03;58.22
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"91-95 Jahre";5.41;7.03;8.05;10.05;11.55;12.98;14.23;15.71;16.27;18.53;18.59
"Absolutwert";"Unterstützende Dienstleistungen";"Mann";"96 und mehr Jahre";1.05;1.24;1.27;1.54;1.72;1.87;2.21;2.66;2.88;3.33;3.34
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"Altersklasse - Total";1940.06;2155.37;2288.05;2562.19;2763.48;2909.40;3198.71;3461.86;3538.01;3793.23;3793.29
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"0-5 Jahre";51.19;59.62;64.95;70.05;74.70;78.21;87.84;97.93;105.07;116.19;122.10
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"6-10 Jahre";40.40;46.61;50.42;55.00;58.91;61.81;70.70;78.79;85.07;94.89;100.94
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"11-15 Jahre";48.65;54.85;58.41;62.81;66.14;68.80;76.57;85.19;91.01;100.97;106.94
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"16-20 Jahre";79.80;87.15;92.59;100.21;106.95;113.74;124.51;133.61;137.58;147.40;145.68
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"21-25 Jahre";101.52;111.36;119.88;133.63;142.22;145.54;157.75;167.35;170.41;180.77;177.69
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"26-30 Jahre";129.38;140.78;148.66;165.33;179.12;189.37;210.59;228.94;237.02;250.07;243.92
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"31-35 Jahre";145.15;159.19;169.30;190.34;205.74;218.33;245.40;265.97;274.45;292.86;289.62
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"36-40 Jahre";146.01;157.70;163.35;181.92;194.48;204.83;231.03;252.56;261.68;278.46;276.91
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"41-45 Jahre";151.36;164.53;171.61;187.74;196.82;203.02;220.79;236.54;239.73;254.28;253.34
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"46-50 Jahre";155.37;175.40;186.44;209.46;222.71;231.58;249.29;265.36;264.03;275.17;270.28
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"51-55 Jahre";144.75;164.07;177.48;205.04;226.08;240.40;266.57;289.79;291.81;311.15;308.76
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"56-60 Jahre";136.23;149.68;159.98;180.85;196.62;210.51;232.88;255.49;261.85;287.49;293.70
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"61-65 Jahre";142.06;155.22;160.02;175.22;186.45;194.89;211.59;228.36;230.74;249.16;253.40
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"66-70 Jahre";130.35;147.60;159.15;179.47;194.42;201.13;215.48;226.39;222.87;235.03;232.78
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"71-75 Jahre";110.87;121.90;129.88;150.52;167.70;181.34;200.65;218.98;221.78;236.64;233.46
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"76-80 Jahre";97.03;108.09;114.22;128.15;138.69;146.13;157.81;171.54;177.39;195.34;198.43
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"81-85 Jahre";72.51;82.59;87.90;99.30;109.34;115.77;124.94;133.83;135.55;144.96;143.92
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"86-90 Jahre";41.40;48.94;51.43;59.44;65.29;70.03;76.73;83.67;86.04;93.56;92.35
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"91-95 Jahre";12.85;16.17;18.40;22.98;25.81;28.30;31.03;33.90;35.60;39.22;39.13
"Absolutwert";"Unterstützende Dienstleistungen";"Frau";"96 und mehr Jahre";3.15;3.92;3.98;4.73;5.29;5.66;6.56;7.67;8.34;9.63;9.93
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"Altersklasse - Total";10083.01;10097.63;10181.46;10418.93;10604.07;11100.11;11702.09;12088.35;12213.71;12602.42;12693.54
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"0-5 Jahre";111.62;111.10;114.43;122.53;118.70;125.70;133.32;138.05;130.62;133.22;118.48
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"6-10 Jahre";71.54;69.27;70.19;77.84;75.15;77.62;82.76;82.67;81.10;83.86;80.52
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"11-15 Jahre";91.41;90.43;89.00;97.18;99.47;101.26;108.60;112.19;109.71;112.76;109.75
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"16-20 Jahre";136.71;132.77;135.48;143.17;143.22;150.91;158.86;157.28;158.18;163.74;157.08
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"21-25 Jahre";197.97;199.14;211.98;223.27;219.15;218.02;225.87;232.37;232.65;234.89;240.32
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"26-30 Jahre";271.81;279.10;278.76;284.21;289.85;295.61;315.80;324.55;340.78;351.85;352.44
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"31-35 Jahre";361.78;359.07;375.59;388.03;393.98;405.53;420.31;428.58;436.40;439.43;445.82
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"36-40 Jahre";487.48;475.46;471.40;479.94;467.39;476.78;501.39;519.55;533.87;539.73;542.29
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"41-45 Jahre";664.99;637.16;632.33;626.72;610.54;615.14;629.57;622.76;623.32;619.45;620.22
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"46-50 Jahre";792.73;798.74;821.29;827.70;812.09;840.06;860.27;851.67;836.03;818.77;797.81
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"51-55 Jahre";835.03;847.80;868.66;905.00;932.31;1019.50;1077.94;1099.03;1094.07;1100.13;1075.45
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"56-60 Jahre";904.63;896.88;913.00;925.71;945.94;1023.56;1088.89;1128.71;1154.34;1201.47;1235.27
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"61-65 Jahre";1060.72;1031.82;1009.68;994.71;1002.72;1038.54;1088.42;1130.11;1148.96;1197.58;1227.39
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"66-70 Jahre";1039.84;1064.69;1090.09;1111.75;1123.13;1160.29;1206.84;1225.22;1211.45;1239.20;1240.53
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"71-75 Jahre";941.36;939.97;943.26;990.47;1055.22;1136.69;1232.37;1313.89;1333.56;1394.10;1400.13
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"76-80 Jahre";879.76;881.80;876.14;887.26;916.61;954.04;1010.30;1075.53;1116.80;1209.91;1265.40
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"81-85 Jahre";672.27;685.32;683.14;704.15;739.93;774.09;825.49;864.52;871.54;910.34;921.17
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"86-90 Jahre";399.15;416.48;410.97;428.07;445.04;462.29;496.85;527.92;541.20;574.38;577.03
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"91-95 Jahre";128.55;144.84;151.83;165.74;176.76;186.35;196.47;207.45;210.75;225.14;231.30
"Absolutwert";"Gesundheitsgüter";"Geschlecht - Total";"96 und mehr Jahre";33.67;35.80;34.25;35.48;36.88;38.13;41.79;46.30;48.40;52.47;55.12
"Absolutwert";"Gesundheitsgüter";"Mann";"Altersklasse - Total";4557.29;4587.15;4656.54;4770.26;4882.99;5190.52;5512.53;5716.62;5820.77;6048.00;6125.96
"Absolutwert";"Gesundheitsgüter";"Mann";"0-5 Jahre";60.68;59.86;61.40;65.90;63.49;67.07;71.45;73.76;69.45;70.43;62.74
"Absolutwert";"Gesundheitsgüter";"Mann";"6-10 Jahre";40.48;39.03;40.15;44.25;41.86;43.13;45.26;45.63;45.01;46.22;43.49
"Absolutwert";"Gesundheitsgüter";"Mann";"11-15 Jahre";49.55;49.68;49.04;53.12;54.47;54.07;58.84;61.02;58.85;60.49;58.49
"Absolutwert";"Gesundheitsgüter";"Mann";"16-20 Jahre";63.58;63.21;62.96;67.77;67.46;69.96;73.99;72.32;73.38;75.86;73.25
"Absolutwert";"Gesundheitsgüter";"Mann";"21-25 Jahre";82.74;86.11;94.72;99.25;98.32;99.74;102.23;108.10;107.11;107.93;110.88
"Absolutwert";"Gesundheitsgüter";"Mann";"26-30 Jahre";113.42;119.88;115.39;116.27;119.13;123.09;135.51;141.17;151.54;163.38;163.15
"Absolutwert";"Gesundheitsgüter";"Mann";"31-35 Jahre";156.69;155.78;162.37;165.98;167.81;172.91;179.71;186.86;192.21;192.36;192.47
"Absolutwert";"Gesundheitsgüter";"Mann";"36-40 Jahre";217.20;210.28;208.90;211.16;203.49;209.61;221.17;227.08;240.20;245.40;246.91
"Absolutwert";"Gesundheitsgüter";"Mann";"41-45 Jahre";305.10;292.65;289.97;286.33;280.10;286.43;288.81;285.32;287.03;285.15;282.73
"Absolutwert";"Gesundheitsgüter";"Mann";"46-50 Jahre";373.32;374.62;385.41;383.65;377.27;394.36;405.74;397.64;391.76;382.95;373.84
"Absolutwert";"Gesundheitsgüter";"Mann";"51-55 Jahre";402.56;411.23;419.11;432.68;444.37;498.24;529.46;530.74;526.12;527.10;513.63
"Absolutwert";"Gesundheitsgüter";"Mann";"56-60 Jahre";433.96;434.64;445.30;452.27;467.50;519.28;548.95;565.26;577.63;604.89;622.32
"Absolutwert";"Gesundheitsgüter";"Mann";"61-65 Jahre";518.71;501.79;498.29;490.71;498.30;526.71;554.07;576.54;594.57;625.25;648.14
"Absolutwert";"Gesundheitsgüter";"Mann";"66-70 Jahre";500.67;518.05;536.07;546.70;557.52;575.65;608.05;621.51;616.68;635.40;643.06
"Absolutwert";"Gesundheitsgüter";"Mann";"71-75 Jahre";432.98;437.53;444.38;472.21;508.83;557.25;610.68;658.47;679.61;714.43;719.55
"Absolutwert";"Gesundheitsgüter";"Mann";"76-80 Jahre";379.87;386.32;388.27;397.59;415.61;438.63;471.74;511.72;535.44;592.59;631.60
"Absolutwert";"Gesundheitsgüter";"Mann";"81-85 Jahre";254.63;264.12;270.49;284.76;305.19;326.88;354.97;379.20;389.09;410.33;421.75
"Absolutwert";"Gesundheitsgüter";"Mann";"86-90 Jahre";130.00;135.50;135.38;146.43;154.54;165.21;183.75;199.76;208.84;224.59;230.97
"Absolutwert";"Gesundheitsgüter";"Mann";"91-95 Jahre";34.18;39.43;41.81;45.57;49.76;53.82;58.81;63.51;64.88;70.77;73.44
"Absolutwert";"Gesundheitsgüter";"Mann";"96 und mehr Jahre";6.97;7.43;7.12;7.65;7.98;8.48;9.32;11.00;11.36;12.48;13.56
"Absolutwert";"Gesundheitsgüter";"Frau";"Altersklasse - Total";5525.72;5510.49;5524.92;5648.67;5721.08;5909.60;6189.56;6371.74;6392.94;6554.42;6567.59
"Absolutwert";"Gesundheitsgüter";"Frau";"0-5 Jahre";50.95;51.25;53.03;56.63;55.21;58.63;61.87;64.28;61.17;62.79;55.74
"Absolutwert";"Gesundheitsgüter";"Frau";"6-10 Jahre";31.05;30.24;30.04;33.59;33.29;34.50;37.50;37.05;36.09;37.64;37.03
"Absolutwert";"Gesundheitsgüter";"Frau";"11-15 Jahre";41.86;40.75;39.96;44.06;45.00;47.19;49.76;51.18;50.86;52.27;51.26
"Absolutwert";"Gesundheitsgüter";"Frau";"16-20 Jahre";73.13;69.55;72.52;75.40;75.75;80.94;84.87;84.95;84.80;87.88;83.83
"Absolutwert";"Gesundheitsgüter";"Frau";"21-25 Jahre";115.23;113.02;117.26;124.03;120.83;118.29;123.63;124.27;125.54;126.96;129.44
"Absolutwert";"Gesundheitsgüter";"Frau";"26-30 Jahre";158.39;159.21;163.37;167.94;170.73;172.52;180.29;183.37;189.24;188.47;189.29
"Absolutwert";"Gesundheitsgüter";"Frau";"31-35 Jahre";205.08;203.29;213.21;222.05;226.18;232.62;240.60;241.72;244.19;247.08;253.35
"Absolutwert";"Gesundheitsgüter";"Frau";"36-40 Jahre";270.28;265.18;262.51;268.78;263.89;267.17;280.22;292.48;293.67;294.33;295.38
"Absolutwert";"Gesundheitsgüter";"Frau";"41-45 Jahre";359.89;344.51;342.36;340.39;330.45;328.71;340.75;337.43;336.28;334.29;337.49
"Absolutwert";"Gesundheitsgüter";"Frau";"46-50 Jahre";419.40;424.12;435.89;444.05;434.82;445.69;454.53;454.03;444.26;435.81;423.98
"Absolutwert";"Gesundheitsgüter";"Frau";"51-55 Jahre";432.47;436.58;449.55;472.32;487.94;521.27;548.48;568.30;567.95;573.03;561.82
"Absolutwert";"Gesundheitsgüter";"Frau";"56-60 Jahre";470.67;462.24;467.70;473.44;478.44;504.28;539.94;563.45;576.71;596.58;612.94
"Absolutwert";"Gesundheitsgüter";"Frau";"61-65 Jahre";542.01;530.04;511.38;504.00;504.42;511.83;534.35;553.57;554.39;572.34;579.26
"Absolutwert";"Gesundheitsgüter";"Frau";"66-70 Jahre";539.18;546.64;554.03;565.05;565.61;584.64;598.79;603.71;594.77;603.80;597.47
"Absolutwert";"Gesundheitsgüter";"Frau";"71-75 Jahre";508.37;502.44;498.88;518.26;546.40;579.44;621.69;655.42;653.94;679.67;680.59
"Absolutwert";"Gesundheitsgüter";"Frau";"76-80 Jahre";499.89;495.48;487.87;489.67;501.00;515.40;538.55;563.81;581.35;617.33;633.80
"Absolutwert";"Gesundheitsgüter";"Frau";"81-85 Jahre";417.65;421.20;412.65;419.38;434.74;447.22;470.52;485.32;482.45;500.01;499.41
"Absolutwert";"Gesundheitsgüter";"Frau";"86-90 Jahre";269.15;280.98;275.59;281.64;290.51;297.08;313.10;328.16;332.36;349.80;346.07
"Absolutwert";"Gesundheitsgüter";"Frau";"91-95 Jahre";94.37;105.41;110.02;120.17;126.99;132.53;137.65;143.94;145.87;154.37;157.86
"Absolutwert";"Gesundheitsgüter";"Frau";"96 und mehr Jahre";26.70;28.37;27.13;27.83;28.90;29.64;32.47;35.29;37.03;39.99;41.57
"Absolutwert";"Prävention";"Geschlecht - Total";"Altersklasse - Total";1706.72;1695.75;1699.66;1780.63;1852.44;1877.56;1894.01;1937.12;2126.11;1829.02;3017.50
"Absolutwert";"Prävention";"Geschlecht - Total";"0-5 Jahre";100.03;100.01;100.71;106.21;110.88;112.67;113.81;116.68;128.04;109.24;180.52
"Absolutwert";"Prävention";"Geschlecht - Total";"6-10 Jahre";83.56;81.72;81.46;85.48;89.59;91.32;93.00;95.64;105.71;90.69;151.23
"Absolutwert";"Prävention";"Geschlecht - Total";"11-15 Jahre";91.02;89.27;87.25;89.55;91.17;91.22;90.81;92.77;101.97;88.51;147.31
"Absolutwert";"Prävention";"Geschlecht - Total";"16-20 Jahre";99.70;97.20;95.57;98.20;100.39;100.46;100.91;100.90;108.32;91.12;148.75
"Absolutwert";"Prävention";"Geschlecht - Total";"21-25 Jahre";105.49;105.42;106.00;111.46;114.67;115.01;114.30;114.62;123.07;104.06;169.88
"Absolutwert";"Prävention";"Geschlecht - Total";"26-30 Jahre";114.52;113.85;114.32;119.66;125.55;127.55;129.36;132.42;145.27;123.33;201.30
"Absolutwert";"Prävention";"Geschlecht - Total";"31-35 Jahre";115.04;115.74;117.46;124.58;130.66;133.46;134.47;137.64;150.50;130.16;215.98
"Absolutwert";"Prävention";"Geschlecht - Total";"36-40 Jahre";124.13;120.44;118.39;122.89;127.44;129.13;131.49;135.81;150.42;130.22;216.43
"Absolutwert";"Prävention";"Geschlecht - Total";"41-45 Jahre";140.21;135.99;133.10;135.97;137.54;135.92;133.68;134.21;145.61;124.79;206.02
"Absolutwert";"Prävention";"Geschlecht - Total";"46-50 Jahre";138.40;139.32;140.75;147.11;151.32;150.16;147.91;147.84;158.33;132.58;213.38
"Absolutwert";"Prävention";"Geschlecht - Total";"51-55 Jahre";119.63;121.18;123.49;131.77;140.29;145.38;148.50;153.10;167.91;143.19;231.31
"Absolutwert";"Prävention";"Geschlecht - Total";"56-60 Jahre";104.53;103.87;105.79;112.25;118.72;122.64;126.00;131.26;146.93;130.02;218.91
"Absolutwert";"Prävention";"Geschlecht - Total";"61-65 Jahre";98.90;97.98;96.64;100.06;102.93;104.07;105.04;109.09;121.57;106.74;178.94
"Absolutwert";"Prävention";"Geschlecht - Total";"66-70 Jahre";82.64;84.56;86.81;91.79;95.96;96.81;97.19;97.70;106.40;91.05;149.19
"Absolutwert";"Prävention";"Geschlecht - Total";"71-75 Jahre";64.58;64.27;65.70;70.81;76.02;79.68;82.71;86.79;96.75;84.10;137.91
"Absolutwert";"Prävention";"Geschlecht - Total";"76-80 Jahre";53.54;53.30;53.60;55.96;58.39;59.31;60.07;62.80;71.49;63.91;109.12
"Absolutwert";"Prävention";"Geschlecht - Total";"81-85 Jahre";38.97;39.11;39.39;41.62;43.56;44.41;45.06;46.49;51.31;44.64;73.86
"Absolutwert";"Prävention";"Geschlecht - Total";"86-90 Jahre";22.67;22.87;23.10;24.29;25.53;26.09;26.86;27.86;31.25;27.25;45.19
"Absolutwert";"Prävention";"Geschlecht - Total";"91-95 Jahre";7.28;7.80;8.33;9.07;9.88;10.28;10.65;11.09;12.45;10.90;18.00
"Absolutwert";"Prävention";"Geschlecht - Total";"96 und mehr Jahre";1.89;1.86;1.80;1.88;1.96;1.99;2.19;2.40;2.81;2.53;4.27
"Absolutwert";"Prävention";"Mann";"Altersklasse - Total";838.39;833.60;836.19;876.69;912.31;925.17;934.36;955.32;1049.16;901.72;1491.82
"Absolutwert";"Prävention";"Mann";"0-5 Jahre";51.46;51.40;51.78;54.66;57.00;57.91;58.55;59.99;65.73;56.05;92.72
"Absolutwert";"Prävention";"Mann";"6-10 Jahre";42.88;41.97;41.85;43.85;46.03;46.99;47.77;49.07;54.27;46.56;77.71
"Absolutwert";"Prävention";"Mann";"11-15 Jahre";46.62;45.76;44.73;45.93;46.82;46.82;46.58;47.58;52.27;45.39;75.66
"Absolutwert";"Prävention";"Mann";"16-20 Jahre";50.81;49.53;48.70;50.03;51.17;51.24;51.92;51.94;55.69;46.65;76.26
"Absolutwert";"Prävention";"Mann";"21-25 Jahre";53.15;53.11;53.47;56.18;57.79;58.04;58.02;58.23;62.77;52.97;86.89
"Absolutwert";"Prävention";"Mann";"26-30 Jahre";57.60;57.19;57.38;60.01;62.85;63.80;64.90;66.48;72.89;61.85;101.50
"Absolutwert";"Prävention";"Mann";"31-35 Jahre";57.34;57.83;58.79;62.40;65.54;66.98;67.43;68.87;75.29;64.97;108.23
"Absolutwert";"Prävention";"Mann";"36-40 Jahre";61.89;60.09;59.09;61.34;63.66;64.53;65.78;67.94;75.27;65.01;108.66
"Absolutwert";"Prävention";"Mann";"41-45 Jahre";70.28;67.99;66.46;68.00;68.78;68.05;66.90;67.01;72.67;62.21;102.93
"Absolutwert";"Prävention";"Mann";"46-50 Jahre";69.82;70.33;71.10;74.21;76.15;75.31;73.98;73.75;78.96;66.02;106.70
"Absolutwert";"Prävention";"Mann";"51-55 Jahre";60.38;61.13;62.14;66.32;70.55;73.19;74.75;77.02;84.35;71.68;115.88
"Absolutwert";"Prävention";"Mann";"56-60 Jahre";51.98;51.74;52.92;56.33;59.63;61.60;63.21;65.68;73.64;65.00;109.84
"Absolutwert";"Prävention";"Mann";"61-65 Jahre";48.57;48.11;47.40;49.11;50.49;51.08;51.61;53.74;60.06;52.93;88.98
"Absolutwert";"Prävention";"Mann";"66-70 Jahre";39.43;40.63;41.83;44.22;46.22;46.61;46.67;46.85;51.06;43.72;71.63
"Absolutwert";"Prävention";"Mann";"71-75 Jahre";29.29;29.26;30.11;32.66;35.28;37.15;38.90;40.95;45.69;39.67;65.08
"Absolutwert";"Prävention";"Mann";"76-80 Jahre";22.63;22.79;23.04;24.29;25.51;26.03;26.47;27.85;32.00;28.81;49.51
"Absolutwert";"Prävention";"Mann";"81-85 Jahre";14.63;14.81;15.14;16.21;17.13;17.71;18.22;18.96;21.16;18.57;30.84
"Absolutwert";"Prävention";"Mann";"86-90 Jahre";7.30;7.40;7.59;8.06;8.57;8.86;9.24;9.77;11.19;9.90;16.57
"Absolutwert";"Prävention";"Mann";"91-95 Jahre";1.95;2.12;2.28;2.49;2.72;2.86;2.99;3.13;3.58;3.19;5.31
"Absolutwert";"Prävention";"Mann";"96 und mehr Jahre";0.40;0.40;0.38;0.39;0.41;0.42;0.48;0.53;0.62;0.57;0.92
"Absolutwert";"Prävention";"Frau";"Altersklasse - Total";868.32;862.15;863.47;903.94;940.12;952.39;959.65;981.80;1076.95;927.31;1525.67
"Absolutwert";"Prävention";"Frau";"0-5 Jahre";48.57;48.61;48.93;51.55;53.88;54.76;55.27;56.69;62.31;53.18;87.80
"Absolutwert";"Prävention";"Frau";"6-10 Jahre";40.68;39.74;39.61;41.63;43.56;44.33;45.23;46.57;51.44;44.13;73.53
"Absolutwert";"Prävention";"Frau";"11-15 Jahre";44.40;43.50;42.52;43.62;44.36;44.40;44.23;45.19;49.70;43.12;71.65
"Absolutwert";"Prävention";"Frau";"16-20 Jahre";48.90;47.67;46.87;48.17;49.21;49.22;48.99;48.96;52.63;44.46;72.49
"Absolutwert";"Prävention";"Frau";"21-25 Jahre";52.34;52.31;52.52;55.28;56.87;56.97;56.29;56.39;60.30;51.09;82.99
"Absolutwert";"Prävention";"Frau";"26-30 Jahre";56.92;56.66;56.94;59.65;62.69;63.75;64.47;65.94;72.38;61.48;99.80
"Absolutwert";"Prävention";"Frau";"31-35 Jahre";57.70;57.90;58.66;62.18;65.12;66.47;67.04;68.77;75.21;65.19;107.75
"Absolutwert";"Prävention";"Frau";"36-40 Jahre";62.24;60.35;59.29;61.55;63.78;64.59;65.72;67.87;75.15;65.21;107.77
"Absolutwert";"Prävention";"Frau";"41-45 Jahre";69.94;68.01;66.63;67.97;68.76;67.88;66.78;67.20;72.94;62.58;103.08
"Absolutwert";"Prävention";"Frau";"46-50 Jahre";68.58;68.99;69.65;72.90;75.17;74.84;73.93;74.09;79.37;66.56;106.69
"Absolutwert";"Prävention";"Frau";"51-55 Jahre";59.24;60.05;61.34;65.45;69.74;72.19;73.75;76.08;83.56;71.51;115.43
"Absolutwert";"Prävention";"Frau";"56-60 Jahre";52.55;52.13;52.87;55.92;59.09;61.04;62.80;65.58;73.29;65.02;109.07
"Absolutwert";"Prävention";"Frau";"61-65 Jahre";50.33;49.87;49.24;50.95;52.44;52.99;53.43;55.36;61.51;53.81;89.96
"Absolutwert";"Prävention";"Frau";"66-70 Jahre";43.21;43.93;44.98;47.57;49.74;50.20;50.52;50.86;55.34;47.33;77.55
"Absolutwert";"Prävention";"Frau";"71-75 Jahre";35.29;35.02;35.59;38.15;40.73;42.53;43.81;45.84;51.06;44.42;72.83
"Absolutwert";"Prävention";"Frau";"76-80 Jahre";30.90;30.51;30.55;31.67;32.88;33.29;33.60;34.95;39.49;35.10;59.61
