"Szenario-Variante";"Staatsangehörigkeit (Kategorie)";"Geschlecht";"Altersklasse";"Jahr";"Bevölkerungsstand am 31. Dezember"
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"70-74 Jahre";"2067";549358
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"70-74 Jahre";"2068";546116
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"70-74 Jahre";"2069";543164
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"70-74 Jahre";"2070";541030
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2019";321316
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2020";334721
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2021";346601
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2022";354560
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2023";360654
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2024";363647
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2025";366848
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2026";365266
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2027";366467
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2028";367473
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2029";371967
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2030";377800
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2031";388704
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2032";399658
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2033";411953
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2034";425345
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2035";439242
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2036";452834
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2037";467235
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2038";483776
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2039";500023
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2040";512178
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2041";521370
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2042";525678
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2043";525487
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2044";520789
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2045";514960
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2046";508345
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2047";500607
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2048";491396
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2049";483446
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2050";476185
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2051";470422
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2052";468226
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2053";468567
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2054";470960
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2055";477472
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2056";483874
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2057";490596
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2058";496063
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2059";501366
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2060";504650
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2061";508590
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2062";511274
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2063";517265
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2064";521540
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2065";526619
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2066";530401
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2067";533809
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2068";532295
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2069";530049
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"75-79 Jahre";"2070";525957
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2019";225005
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2020";229117
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2021";237142
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2022";248569
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2023";260735
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2024";273438
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2025";285765
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2026";296923
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2027";304763
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2028";311018
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2029";314590
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2030";318294
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2031";317907
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2032";319943
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2033";321788
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2034";326617
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2035";332633
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2036";342975
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2037";353430
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2038";364995
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2039";377571
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2040";390579
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2041";403391
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2042";416895
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2043";432351
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2044";447550
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2045";459054
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2046";467847
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2047";472260
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2048";472662
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2049";469052
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2050";464341
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2051";458904
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2052";452339
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2053";444428
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2054";437634
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2055";431406
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2056";426551
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2057";424931
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2058";425569
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2059";428120
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2060";434387
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2061";440529
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2062";446959
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2063";452197
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2064";457295
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2065";460563
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2066";464453
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2067";467186
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2068";472947
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2069";477126
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"80-84 Jahre";"2070";482036
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2019";147764
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2020";152162
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2021";156457
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2022";159794
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2023";164046
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2024";168312
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2025";172589
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2026";179957
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2027";189939
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2028";200545
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2029";211556
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2030";222159
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2031";232016
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2032";239328
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2033";245409
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2034";249355
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2035";253398
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2036";254201
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2037";256983
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2038";259614
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2039";264614
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2040";270607
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2041";280006
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2042";289587
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2043";299987
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2044";311299
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2045";322948
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2046";334526
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2047";346671
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2048";360490
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2049";374084
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2050";384500
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2051";392575
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2052";396966
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2053";398052
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2054";395827
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2055";392546
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2056";388656
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2057";383685
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2058";377544
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2059";372339
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2060";367532
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2061";363948
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2062";363090
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2063";364111
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2064";366812
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2065";372656
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2066";378329
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2067";384248
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2068";389044
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2069";393719
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"85-89 Jahre";"2070";396865
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2019";66340
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2020";70454
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2021";74242
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2022";78318
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2023";81951
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2024";85818
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2025";89510
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2026";93094
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2027";96115
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2028";99764
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2029";103532
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2030";107367
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2031";113317
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2032";120934
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2033";128992
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2034";137272
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2035";145147
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2036";152754
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2037";158727
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2038";163955
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2039";167719
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2040";171568
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2041";173255
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2042";176420
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2043";179502
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2044";184234
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2045";189712
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2046";197472
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2047";205463
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2048";213929
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2049";223110
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2050";232558
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2051";242038
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2052";251967
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2053";263169
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2054";274227
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2055";282763
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2056";289526
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2057";293526
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2058";295198
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2059";294506
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2060";292874
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2061";290829
"Szenario D-00-2020 'verstärkte Alterung'";"Staatsangehörigkeit - Total";"Geschlecht - Total";"90-94 Jahre";"2062";287774
